Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect
specific,107785779,8,6,2,1,specific,0
several,107589584,7,6,1,2,se veral,1
gold,107497778,4,4,0,1,gold,1
feb,107483376,3,3,0,1,feb,1
living,107215961,6,5,1,1,living,0
sep,107145206,3,3,0,1,sep,1
collection,107121885,10,7,3,1,collection,0
called,106978150,6,5,1,1,called,0
short,106755242,5,5,0,1,short,1
arts,106466033,4,4,0,1,arts,1
lot,106405208,3,3,0,1,lot,1
ask,106400213,3,3,0,1,ask,1
display,106342539,7,7,0,1,display,0
limited,106154969,7,6,1,1,limited,0
powered,106119933,7,6,1,1,powered,0
solutions,106103720,9,7,2,2,s olutions,0
means,105946662,5,5,0,1,means,1
director,105891641,8,7,1,1,director,1
daily,105837757,5,5,0,1,daily,1
beach,105642682,5,5,0,2,be ach,1
past,105625616,4,4,0,1,past,1
natural,105101771,7,6,1,1,natural,1
whether,105014961,7,5,2,1,whether,0
due,104908310,3,3,0,1,due,1
et,104251062,2,2,0,1,et,1
electronics,104230315,11,9,2,1,electronics,0
five,104165769,4,4,0,1,five,1
upon,103921220,4,4,0,1,upon,0
period,103906182,6,6,0,1,period,1
planning,103878661,8,6,2,2,pl anning,0
database,103731642,8,6,2,1,database,0
says,103697915,4,3,1,1,says,1
official,103521037,8,6,2,1,official,0
weather,103331913,7,6,1,1,weather,1
mar,103203080,3,3,0,1,mar,1
land,103132933,4,4,0,1,land,1
average,102837602,7,5,2,1,average,0
done,102812628,4,4,0,1,done,1
technical,102792861,9,8,1,1,technical,0
window,102711715,6,5,1,1,window,0
france,102698139,6,6,0,2,fr ance,1
pro,102580860,3,3,0,1,pro,1
region,102552342,6,6,0,1,region,1
island,102316998,6,6,0,2,is land,1
record,102234743,6,5,1,1,record,1
direct,102234090,6,6,0,1,direct,1
microsoft,102159580,9,8,1,2,m icrosoft,0
conference,101987691,10,6,4,1,conference,0
environment,101959294,11,8,3,1,environment,0
records,101771329,7,6,1,1,records,1
st,101338951,2,2,0,1,st,1
district,101325723,8,6,2,1,district,0
calendar,101303808,8,7,1,1,calendar,1
costs,101090970,5,4,1,2,cost s,1
style,101024266,5,5,0,1,style,1
url,100907064,3,3,0,1,url,1
front,100886343,5,5,0,1,front,1
statement,100868970,9,6,3,1,statement,0
update,100765188,6,6,0,1,update,1
parts,100637505,5,5,0,1,parts,1
aug,100502612,3,3,0,1,aug,1
ever,100264634,4,3,1,1,ever,1
downloads,100237452,9,7,2,1,downloads,0
early,100013194,5,5,0,1,early,1
miles,100012522,5,5,0,2,m iles,1
sound,100010833,5,5,0,1,sound,1
resource,99964083,8,6,2,1,resource,0
present,99420744,7,6,1,1,present,1
applications,99324182,12,9,3,1,applications,0
either,99143011,6,5,1,1,either,1
ago,98839705,3,3,0,1,ago,1
document,98703772,8,8,0,1,document,1
word,98671341,4,4,0,1,word,1
works,98581698,5,5,0,1,works,1
material,98528318,8,7,1,1,material,1
bill,98494166,4,3,1,1,bill,1
apr,98081439,3,3,0,1,apr,1
written,98056850,7,6,1,1,written,1
talk,97850837,4,4,0,1,talk,1
federal,97837595,7,6,1,2,f ederal,1
hosting,97747750,7,7,0,2,host ing,1
rules,97658641,5,5,0,1,rules,1
final,97649084,5,5,0,1,final,0
adult,97583096,5,5,0,1,adult,1
tickets,97561755,7,6,1,1,tickets,1
thing,97451660,5,5,0,1,thing,1
centre,97258243,6,5,1,1,centre,1
requirements,97233632,12,9,3,1,requirements,0
via,97167128,3,3,0,1,via,1
cheap,97049762,5,5,0,1,cheap,1
nude,96733793,4,4,0,2,n ude,1
kids,96602880,4,4,0,1,kids,1
finance,96554164,7,6,1,1,finance,1
TRUE,96269550,4,4,0,1,TRUE,1
minutes,96242209,7,7,0,1,minutes,0
else,96020036,4,3,1,1,else,0
mark,95606752,4,4,0,1,mark,1
third,95489240,5,5,0,1,third,1
rock,95488543,4,4,0,1,rock,1
gifts,95412416,5,5,0,2,gift s,1
europe,95373445,6,5,1,2,e urope,1
reading,95289449,7,7,0,1,reading,0
topics,95132338,6,6,0,1,topics,0
bad,95096787,3,3,0,1,bad,1
individual,94815082,10,7,3,1,individual,0
tips,94800899,4,4,0,1,tips,1
plus,94730251,4,4,0,1,plus,1
auto,94700371,4,4,0,1,auto,1
cover,94501729,5,5,0,1,cover,1
usually,94477370,7,5,2,1,usually,0
edit,94159529,4,4,0,1,edit,0
together,94113765,8,6,2,2,to gether,0
videos,94069113,6,6,0,1,videos,1
percent,94036312,7,6,1,1,percent,1
fast,93941472,4,4,0,1,fast,1
function,93878887,8,7,1,1,function,0
fact,93807963,4,4,0,1,fact,1
unit,93714361,4,4,0,1,unit,1
getting,93483319,7,5,2,1,getting,0
global,93450595,6,5,1,1,global,0
tech,93401669,4,4,0,1,tech,1
meet,93275872,4,3,1,1,meet,1
far,93061804,3,3,0,1,far,1
economic,93044306,8,6,2,1,economic,0
en,92803600,2,2,0,1,en,1
player,92709785,6,6,0,1,player,1
projects,92603476,8,8,0,1,projects,1
lyrics,92579731,6,6,0,2,ly rics,1
often,92551460,5,5,0,1,often,1
subscribe,92456246,9,7,2,1,subscribe,0
submit,92431559,6,6,0,1,submit,0
germany,92151641,7,7,0,2,ger many,1
amount,92039679,6,6,0,1,amount,1
watch,92006970,5,5,0,1,watch,1
included,92002729,8,7,1,1,included,0
feel,91924001,4,3,1,1,feel,0
though,91905891,6,5,1,1,though,0
bank,91559349,4,4,0,1,bank,1
risk,91486135,4,4,0,1,risk,1
thanks,91398411,6,6,0,1,thanks,1
everything,91388083,10,9,1,1,everything,1
deals,91189968,5,5,0,2,de als,1
various,91156139,7,7,0,2,var ious,1
words,90910143,5,5,0,1,words,1
linux,90854231,5,5,0,1,linux,1
jul,90810423,3,3,0,2,j ul,1
production,90612739,10,9,1,1,production,0
commercial,90554932,10,8,2,1,commercial,0
james,90535679,5,5,0,2,j ames,1
weight,90506560,6,6,0,1,weight,1
town,90478880,4,4,0,1,town,1
heart,90249265,5,5,0,1,heart,1
advertising,90210309,11,10,1,2,ad vertising,1
received,90037485,8,6,2,1,received,0
choose,90010174,6,5,1,1,choose,0
treatment,90001988,9,6,3,2,t reatment,0
newsletter,89828494,10,7,3,1,newsletter,0
archives,89826560,8,8,0,1,archives,1
points,89780234,6,6,0,1,points,1
knowledge,89749339,9,8,1,1,knowledge,0
magazine,89744012,8,7,1,2,mag azine,1
error,89396475,5,3,2,1,error,0
camera,89324930,6,5,1,1,camera,1
jun,89154690,3,3,0,1,jun,1
girl,89139125,4,4,0,1,girl,1
currently,89075990,9,8,1,1,currently,1
construction,88770071,12,8,4,1,construction,0
toys,88712797,4,4,0,2,to ys,1
registered,88506935,10,7,3,1,registered,0
clear,88447610,5,5,0,1,clear,0
golf,88332962,4,4,0,2,g olf,1
receive,88328938,7,5,2,1,receive,0
domain,88097391,6,6,0,1,domain,1
methods,87897688,7,7,0,1,methods,1
chapter,87882874,7,7,0,1,chapter,1
makes,87829598,5,5,0,1,makes,1
protection,87824220,10,8,2,2,pro tection,1
policies,87791839,8,7,1,2,p olicies,0
loan,87785549,4,4,0,1,loan,1
wide,87661475,4,4,0,1,wide,1
beauty,87572240,6,6,0,2,be auty,1
manager,87441704,7,6,1,1,manager,0
india,87391857,5,4,1,2,ind ia,0
position,87139187,8,6,2,1,position,0
taken,87019836,5,5,0,1,taken,1
sort,86985936,4,4,0,1,sort,1
listings,86808185,8,6,2,2,list ings,0
models,86573186,6,6,0,1,models,1
michael,86527408,7,7,0,2,m ichael,1
known,86395556,5,4,1,1,known,1
half,86290420,4,4,0,1,half,1
cases,86255673,5,4,1,1,cases,1
step,86147277,4,4,0,1,step,1
engineering,85964618,11,5,6,1,engineering,0
florida,85775901,7,7,0,2,fl orida,1
simple,85617922,6,6,0,1,simple,1
quick,85584600,5,5,0,1,quick,1
none,85523201,4,3,1,1,none,1
wireless,85333514,8,6,2,2,wire less,0
license,85326896,7,6,1,1,license,1
paul,85262640,4,4,0,2,p aul,1
friday,85245033,6,6,0,2,fr iday,1
lake,85241485,4,4,0,1,lake,1
whole,85202530,5,5,0,1,whole,1
annual,85043687,6,4,2,1,annual,1
published,84923632,9,9,0,1,published,1
later,84857974,5,5,0,1,later,1
basic,84840226,5,5,0,1,basic,1
sony,84808711,4,4,0,2,son y,1
shows,84804638,5,4,1,1,shows,0
corporate,84697675,9,7,2,2,cor porate,0
google,84568679,6,4,2,1,google,1
church,84556943,6,4,2,1,church,0
method,84399520,6,6,0,1,method,1
purchase,84333183,8,8,0,1,purchase,1
customers,84317690,9,8,1,1,customers,1
active,84084764,6,6,0,1,active,1
response,84065293,8,6,2,1,response,0
practice,84037810,8,7,1,1,practice,0
hardware,84002445,8,6,2,1,hardware,0
figure,83949754,6,6,0,1,figure,1
materials,83901920,9,8,1,1,materials,1
fire,83845349,4,4,0,1,fire,1
holiday,83671730,7,7,0,1,holiday,1
chat,83625620,4,4,0,1,chat,1
enough,83592616,6,6,0,2,en ough,1
designed,83559486,8,6,2,2,des igned,0
along,83444756,5,5,0,1,along,1
among,83431590,5,5,0,1,among,0
death,83216831,5,5,0,1,death,1
writing,83166717,7,6,1,1,writing,0
speed,83135749,5,4,1,1,speed,1
html,83094022,4,4,0,1,html,1
countries,83082522,9,9,0,1,countries,0
loss,83015916,4,3,1,1,loss,1
face,82807978,4,4,0,1,face,1
brand,82807581,5,5,0,1,brand,1
discount,82646962,8,8,0,1,discount,1
higher,82515596,6,5,1,1,higher,0
effects,82399410,7,5,2,1,effects,1
created,82342853,7,6,1,1,created,0
remember,82222044,8,4,4,1,remember,0
standards,82179578,9,6,3,2,stand ards,0
oil,82178167,3,3,0,1,oil,1
bit,82113875,3,3,0,1,bit,1
yellow,82024459,6,5,1,1,yellow,1
political,82021775,9,7,2,1,political,0
increase,81983061,8,7,1,1,increase,0
advertise,81965610,9,8,1,2,advert ise,1
kingdom,81913366,7,7,0,2,king dom,1
base,81894680,4,4,0,1,base,1
near,81652767,4,4,0,1,near,1
environmental,81596309,13,10,3,2,environment al,0
thought,81561217,7,5,2,1,thought,0
stuff,81444510,5,4,1,1,stuff,0
french,81396759,6,6,0,2,f rench,1
storage,81320471,7,7,0,1,storage,1
oh,81258789,2,2,0,1,oh,1
japan,81110725,5,4,1,2,j apan,1
doing,80821946,5,5,0,1,doing,1
loans,80821333,5,5,0,2,lo ans,1
shoes,80755612,5,4,1,2,sh oes,0
entry,80717798,5,5,0,1,entry,1
stay,80694073,4,4,0,1,stay,1
nature,80659036,6,6,0,1,nature,1
orders,80605361,6,5,1,1,orders,0
availability,80583907,12,7,5,1,availability,0
africa,80566883,6,5,1,2,a frica,1
summary,80526622,7,6,1,1,summary,1
turn,80328029,4,4,0,1,turn,1
mean,80312172,4,4,0,1,mean,1
growth,79998480,6,6,0,1,growth,1
notes,79958318,5,5,0,1,notes,1
agency,79915539,6,6,0,1,agency,1
king,79791224,4,4,0,1,king,1
monday,79697206,6,6,0,2,mon day,1
european,79665774,8,7,1,2,e uropean,1
activity,79633609,8,6,2,1,activity,0
copy,79615682,4,4,0,1,copy,1
although,79579407,8,7,1,1,although,0
drug,79424420,4,4,0,1,drug,1
pics,79323162,4,4,0,1,pics,1
western,79255339,7,6,1,1,western,1
income,79240506,6,6,0,1,income,0
force,79199815,5,5,0,1,force,1
cash,79172952,4,4,0,1,cash,1
employment,79105156,10,8,2,1,employment,0
overall,78992643,7,6,1,1,overall,0
bay,78967124,3,3,0,1,bay,1
river,78843808,5,4,1,1,river,1
commission,78817488,10,6,4,1,commission,0
ad,78774169,2,2,0,1,ad,1
package,78421168,7,6,1,1,package,0
contents,78365831,8,6,2,1,contents,0
seen,78365291,4,3,1,1,seen,1
players,78292986,7,7,0,1,players,1
engine,78078059,6,4,2,1,engine,1
port,78051775,4,4,0,1,port,1
album,77914316,5,5,0,1,album,1
regional,77752808,8,8,0,2,reg ional,0
stop,77749471,4,4,0,1,stop,1
supplies,77574804,8,6,2,2,sup plies,0
started,77515342,7,6,1,1,started,1
administration,77515175,14,9,5,1,administration,0
bar,77375075,3,3,0,1,bar,1
institute,77353032,9,6,3,2,in stitute,0
views,77333335,5,5,0,1,views,1
plans,77295630,5,5,0,1,plans,1
double,77287578,6,6,0,1,double,1
dog,77271631,3,3,0,1,dog,1
build,77203075,5,5,0,1,build,1
screen,77183863,6,5,1,1,screen,0
exchange,77079447,8,7,1,1,exchange,1
types,77070740,5,5,0,1,types,1
soon,77038135,4,3,1,1,soon,1
sponsored,76855129,9,7,2,2,s ponsored,0
lines,76806341,5,5,0,1,lines,1
electronic,76707502,10,8,2,2,elect ronic,0
continue,76659163,8,7,1,1,continue,0
across,76597151,6,5,1,2,ac ross,1
benefits,76580951,8,7,1,2,benef its,1
needed,76528079,6,3,3,1,needed,0
season,76445684,6,5,1,1,season,1
apply,76341478,5,4,1,1,apply,1
someone,76212141,7,5,2,1,someone,0
held,76100888,4,4,0,1,held,1
ny,75993177,2,2,0,1,ny,1
anything,75985266,8,7,1,1,anything,1
printer,75976795,7,6,1,1,printer,1
condition,75963033,9,6,3,1,condition,0
effective,75960822,9,6,3,1,effective,1
believe,75918053,7,5,2,2,bel ieve,1
organization,75604082,12,8,4,1,organization,0
effect,75594829,6,4,2,1,effect,1
asked,75532722,5,5,0,2,ask ed,1
eur,75480922,3,3,0,1,eur,1
mind,75393868,4,4,0,1,mind,1
sunday,75287070,6,6,0,2,s unday,1
selection,75196717,9,8,1,1,selection,1
casino,74796251,6,6,0,2,cas ino,1
pdf,74773048,3,3,0,1,pdf,1
lost,74748656,4,4,0,1,lost,1
tour,74702459,4,4,0,1,tour,1
menu,74359141,4,4,0,1,menu,1
volume,74283471,6,6,0,1,volume,1
cross,74230978,5,4,1,1,cross,1
anyone,74170036,6,5,1,2,any one,1
mortgage,74160962,8,7,1,2,mort gage,0
hope,74145758,4,4,0,1,hope,1
silver,74073467,6,6,0,1,silver,1
corporation,74073375,11,8,3,3,cor por ation,0
wish,74043644,4,4,0,1,wish,1
inside,74026748,6,5,1,1,inside,0
solution,74000589,8,7,1,1,solution,1
mature,73877124,6,6,0,2,m ature,1
role,73689002,4,4,0,1,role,1
rather,73664932,6,5,1,1,rather,1
weeks,73571749,5,4,1,1,weeks,1
addition,73434482,8,6,2,2,add ition,0
came,73286694,4,4,0,1,came,1
supply,73220509,6,5,1,1,supply,1
nothing,73183983,7,6,1,1,nothing,1
certain,73108213,7,7,0,2,c ertain,1
usr,73064522,3,3,0,1,usr,1
executive,73010727,9,7,2,2,exec utive,1
running,72879426,7,5,2,1,running,0
lower,72606927,5,5,0,1,lower,1
necessary,72604405,9,7,2,1,necessary,1
union,72603888,5,4,1,1,union,1
jewelry,72576719,7,6,1,3,j ew elry,0
according,72553085,9,8,1,1,according,0
dc,72528782,2,2,0,1,dc,1
clothing,72455943,8,8,0,2,clo thing,1
mon,72427611,3,3,0,1,mon,1
com,72285198,3,3,0,1,com,1
particular,72056920,10,8,2,2,part icular,1
fine,71972425,4,4,0,1,fine,1
names,71918906,5,5,0,1,names,0
robert,71829013,6,5,1,2,ro bert,1
homepage,71814690,8,7,1,1,homepage,0
hour,71765763,4,4,0,1,hour,1
gas,71518871,3,3,0,1,gas,1
skills,71383598,6,4,2,1,skills,0
six,71366336,3,3,0,1,six,1
bush,71289039,4,4,0,2,b ush,1
islands,71269325,7,6,1,2,is lands,1
advice,71268723,6,6,0,2,ad vice,1
career,71248807,6,4,2,1,career,0
military,71229404,8,7,1,2,m ilitary,0
rental,71013577,6,6,0,2,rent al,0
decision,71006471,8,7,1,1,decision,0
leave,70957750,5,4,1,1,leave,1
british,70912501,7,6,1,2,brit ish,0
teens,70859771,5,4,1,2,te ens,1
pre,70832130,3,3,0,1,pre,1
huge,70639535,4,4,0,1,huge,1
sat,70639358,3,3,0,1,sat,1
woman,70613606,5,5,0,1,woman,0
facilities,70595127,10,8,2,2,fac ilities,0
zip,70551270,3,3,0,1,zip,1
bid,70427114,3,3,0,1,bid,1
kind,70420316,4,4,0,1,kind,1
sellers,70277573,7,4,3,2,s ellers,0
middle,70164946,6,5,1,1,middle,0
move,70113140,4,4,0,1,move,1
cable,70082598,5,5,0,2,c able,1
opportunities,70033623,13,9,4,3,op port unities,0
taking,69997427,6,6,0,1,taking,0
values,69946284,6,6,0,1,values,1
division,69921273,8,6,2,1,division,0
coming,69889118,6,6,0,1,coming,1
tuesday,69843013,7,7,0,2,t uesday,1
object,69819261,6,6,0,1,object,1
lesbian,69734771,7,7,0,2,les bian,1
appropriate,69671201,11,7,4,1,appropriate,0
machine,69665958,7,7,0,1,machine,1
logo,69529976,4,3,1,1,logo,1
length,69469598,6,6,0,1,length,1
actually,69444655,8,6,2,1,actually,0
nice,69395609,4,4,0,1,nice,1
score,69315004,5,5,0,1,score,1
statistics,69194446,10,5,5,1,statistics,0
client,69189527,6,6,0,1,client,1
ok,69066566,2,2,0,1,ok,0
returns,69062618,7,6,1,1,returns,1
capital,68991999,7,6,1,1,capital,0
follow,68982994,6,4,2,1,follow,0
sample,68957421,6,6,0,1,sample,1
investment,68891129,10,7,3,1,investment,1
sent,68854520,4,4,0,1,sent,1
shown,68755779,5,5,0,1,shown,0
saturday,68687814,8,7,1,2,s aturday,1
christmas,68648778,9,8,1,2,christ mas,1
england,68620426,7,6,1,2,eng land,1
culture,68606429,7,6,1,1,culture,0
band,68569061,4,4,0,1,band,1
flash,68391647,5,5,0,1,flash,1
ms,68359455,2,2,0,1,ms,1
lead,68325439,4,4,0,1,lead,1
george,68261971,6,4,2,2,ge orge,1
choice,68222335,6,5,1,1,choice,0
went,68130142,4,4,0,1,went,1
starting,68080206,8,7,1,1,starting,1
registration,68025615,12,9,3,1,registration,0
fri,67934088,3,3,0,2,f ri,1
thursday,67751544,8,8,0,2,th ursday,1
courses,67731716,7,6,1,1,courses,1
consumer,67665809,8,8,0,1,consumer,0
hi,67566273,2,2,0,1,hi,1
airport,67473261,7,6,1,1,airport,0
foreign,67443436,7,7,0,1,foreign,1
artist,67421654,6,5,1,1,artist,1
outside,67415846,7,7,0,1,outside,1
furniture,67398005,9,7,2,2,f urniture,1
levels,67360843,6,4,2,1,levels,0
channel,67352673,7,6,1,1,channel,1
letter,67339854,6,4,2,1,letter,0
mode,67315364,4,4,0,1,mode,1
phones,67311992,6,6,0,1,phones,1
ideas,67309657,5,5,0,1,ideas,1
wednesday,67213031,9,7,2,2,wed nesday,0
structure,67191517,9,6,3,1,structure,0
fund,67128807,4,4,0,1,fund,1
summer,67102388,6,5,1,1,summer,1
allow,67052567,5,4,1,1,allow,0
degree,67029686,6,4,2,1,degree,0
contract,66895933,8,6,2,1,contract,0
button,66811153,6,5,1,1,button,1
releases,66809477,8,5,3,2,re leases,0
wed,66796198,3,3,0,1,wed,1
homes,66753480,5,5,0,1,homes,1
super,66703287,5,5,0,1,super,1
male,66638842,4,4,0,1,male,1
matter,66632805,6,5,1,1,matter,0
custom,66594716,6,6,0,1,custom,1
virginia,66581052,8,6,2,3,vir gin ia,0
almost,66395121,6,6,0,1,almost,1
took,66297175,4,3,1,1,took,1
located,66249627,7,7,0,1,located,1
multiple,66171358,8,7,1,1,multiple,0
asian,66078353,5,4,1,2,as ian,1
distribution,66074142,12,9,3,1,distribution,0
editor,66014490,6,6,0,1,editor,1
inn,66007529,3,2,1,1,inn,1
industrial,65921648,10,9,1,2,ind ustrial,0
cause,65904680,5,5,0,1,cause,1
potential,65835469,9,8,1,1,potential,0
song,65832126,4,4,0,1,song,1
cnet,65803333,4,4,0,2,c net,1
ltd,65747979,3,3,0,2,l td,1
los,65682137,3,3,0,1,los,1
hp,65635495,2,2,0,1,hp,1
focus,65626732,5,5,0,1,focus,1
late,65574606,4,4,0,1,late,1
fall,65501110,4,3,1,1,fall,1
featured,65473127,8,7,1,1,featured,1
idea,65459222,4,4,0,1,idea,1
rooms,65453403,5,4,1,1,rooms,0
female,65407567,6,5,1,1,female,1
responsible,65319659,11,9,2,2,res ponsible,0
inc,65312988,3,3,0,1,inc,1
communications,65305536,14,9,5,1,communications,0
win,65264239,3,3,0,1,win,1
associated,65218530,10,8,2,1,associated,1
thomas,65173823,6,6,0,2,th omas,1
primary,65139325,7,6,1,1,primary,1
cancer,65078084,6,5,1,2,c ancer,0
numbers,65077140,7,7,0,1,numbers,1
reason,65066679,6,6,0,1,reason,1
tool,65009731,4,3,1,1,tool,0
browser,64824987,7,6,1,1,browser,0
spring,64814116,6,6,0,1,spring,1
foundation,64753514,10,8,2,1,foundation,1
answer,64649558,6,6,0,1,answer,0
voice,64600528,5,5,0,1,voice,1
eg,64596001,2,2,0,1,eg,1
friendly,64542291,8,8,0,1,friendly,1
schedule,64504515,8,7,1,1,schedule,0
documents,64437323,9,9,0,1,documents,0
communication,64378554,13,8,5,1,communication,0
purpose,64314952,7,6,1,1,purpose,0
feature,64288914,7,6,1,1,feature,1
bed,64262881,3,3,0,1,bed,1
comes,64256803,5,5,0,1,comes,1
police,64198152,6,6,0,2,pol ice,1
everyone,64197954,8,6,2,1,everyone,0
independent,64169624,11,6,5,2,in dependent,0
ip,64162886,2,2,0,1,ip,1
approach,64158347,8,6,2,2,appro ach,0
cameras,64153502,7,6,1,2,cam eras,1
brown,64112042,5,5,0,1,brown,1
physical,64090052,8,8,0,1,physical,1
operating,64046921,9,9,0,2,oper ating,1
hill,64008398,4,3,1,1,hill,1
maps,63947745,4,4,0,1,maps,1
medicine,63831932,8,6,2,1,medicine,0
deal,63828244,4,4,0,1,deal,1
hold,63777575,4,4,0,1,hold,1
ratings,63776951,7,7,0,1,ratings,0
chicago,63754684,7,6,1,2,ch icago,1
forms,63561604,5,5,0,1,forms,1
glass,63559754,5,4,1,1,glass,1
happy,63471922,5,4,1,1,happy,1
tue,63387982,3,3,0,2,t ue,1
smith,63357901,5,5,0,1,smith,1
wanted,63301836,6,6,0,1,wanted,0
developed,63250401,9,6,3,2,develop ed,0
thank,63234550,5,5,0,1,thank,1
safe,63168116,4,4,0,1,safe,1
unique,63116899,6,5,1,1,unique,0
survey,62994830,6,6,0,1,survey,1
prior,62949059,5,4,1,1,prior,1
telephone,62896274,9,7,2,1,telephone,0
sport,62683851,5,5,0,1,sport,1
ready,62667516,5,5,0,1,ready,1
feed,62663785,4,3,1,1,feed,1
animal,62566660,6,5,1,1,animal,1
sources,62557801,7,6,1,1,sources,0
mexico,62544255,6,6,0,3,m ex ico,1
population,62452044,10,8,2,1,population,0
pa,62377151,2,2,0,1,pa,1
regular,62308697,7,6,1,1,regular,1
secure,62287766,6,5,1,1,secure,1
navigation,62202958,10,7,3,1,navigation,0
operations,62143782,10,9,1,1,operations,0
therefore,62082477,9,6,3,2,there fore,0
ass,62060498,3,2,1,1,ass,1
simply,62012991,6,6,0,2,sim ply,1
evidence,62012277,8,6,2,2,e vidence,0
station,61892291,7,6,1,1,station,1
christian,61873074,9,8,1,2,christ ian,0
round,61836702,5,5,0,1,round,1
paypal,61830613,6,4,2,1,paypal,0
favorite,61781016,8,8,0,1,favorite,1
understand,61719969,10,8,2,2,under stand,0
option,61717435,6,5,1,1,option,0
master,61704297,6,6,0,1,master,1
valley,61694845,6,5,1,2,val ley,1
recently,61635402,8,7,1,2,recent ly,0
probably,61626696,8,7,1,1,probably,0
thu,61622542,3,3,0,2,th u,1
rentals,61539280,7,7,0,2,rent als,1
sea,61532852,3,3,0,1,sea,1
built,61502894,5,5,0,1,built,1
publications,61502285,12,11,1,2,public ations,0
blood,61348302,5,4,1,1,blood,1
cut,61337417,3,3,0,1,cut,1
worldwide,61319870,9,7,2,2,world wide,0
improve,61305614,7,7,0,2,im prove,0
connection,61302455,10,6,4,1,connection,0
publisher,61290306,9,9,0,1,publisher,1
hall,61265768,4,3,1,1,hall,1
larger,61265757,6,5,1,2,larg er,1
anti,61227238,4,4,0,1,anti,1
networks,61073308,8,8,0,2,network s,1
earth,61059905,5,5,0,1,earth,1
parents,61036269,7,7,0,1,parents,0
nokia,61035236,5,5,0,2,n okia,1
impact,61017528,6,6,0,1,impact,1
transfer,61011470,8,7,1,1,transfer,0
introduction,61004175,12,8,4,2,int roduction,0
kitchen,60975784,7,7,0,2,k itchen,1
strong,60969207,6,6,0,1,strong,1
tel,60827708,3,3,0,1,tel,1
carolina,60817800,8,7,1,2,car olina,1
wedding,60758332,7,6,1,2,wed ding,1
properties,60747209,10,7,3,1,properties,0
hospital,60720801,8,8,0,1,hospital,1
ground,60679179,6,6,0,1,ground,1
overview,60666200,8,6,2,1,overview,0
ship,60649546,4,4,0,1,ship,1
accommodation,60589803,13,8,5,2,accom modation,0
owners,60580709,6,6,0,1,owners,1
disease,60540973,7,5,2,2,d isease,1
tx,60436467,2,2,0,1,tx,1
excellent,60316327,9,6,3,2,ex cellent,0
paid,60294928,4,4,0,1,paid,1
italy,60280461,5,5,0,2,ital y,1
perfect,60179071,7,6,1,1,perfect,1
hair,60054650,4,4,0,1,hair,1
opportunity,60033252,11,8,3,2,op portunity,0
kit,59963349,3,3,0,1,kit,1
classic,59957722,7,5,2,1,classic,0
basis,59901425,5,4,1,1,basis,1
