Word,Frequency,Letters_Number,Unique_Letters_number,Difference,GPT4o-mini_IFCorrect,Tokens_Number,Tokens
damageplan,36053,10,8,2,0,2,damage plan
farmaci,30712,7,6,1,1,2,farm aci
jobscience,13706,10,8,2,0,2,job science
minidisc,1287945,8,6,2,0,3,min id isc
warde,44311,5,5,0,1,2,ward e
drunkenly,56584,9,8,1,1,3,dr unken ly
froogle,523158,7,6,1,1,2,fro ogle
bridegroom,316373,10,8,2,0,4,br ide g room
lug,2223791,3,3,0,1,1,lug
cortaid,16127,7,7,0,1,3,c ort aid
apollonia,88701,9,6,3,0,3,ap oll onia
gibbraytechnologies,16216,19,14,5,0,6,g ib br ay techn ologies
tachycardias,17936,12,9,3,0,4,tach y card ias
surement,66278,8,7,1,0,2,s urement
previuos,23858,8,8,0,1,3,pre vi uos
bazant,13013,6,5,1,1,2,baz ant
efficacies,21961,10,6,4,0,3,eff ic acies
attacks,20251567,7,5,2,1,2,att acks
samedaymusic,40908,12,9,3,0,4,s amed ay music
figureheads,24341,11,10,1,0,2,figure heads
nbx,146230,3,3,0,1,2,nb x
outmaneuver,21143,11,9,2,0,3,out mane uver
diskwarrior,34163,11,8,3,0,3,disk war rior
naws,23833,4,4,0,1,2,n aws
worde,65195,5,5,0,1,2,word e
chateaubriand,58824,13,11,2,0,5,ch atea ub ri and
amela,14543,5,4,1,1,1,amela
baloncesto,34576,10,9,1,1,3,bal onc esto
selam,35765,5,5,0,1,2,sel am
shoppy,2417776,6,5,1,1,2,sh oppy
jus,1166646,3,3,0,1,1,jus
sentia,19704,6,6,0,1,2,sent ia
keogh,314157,5,5,0,1,2,ke ogh
dlwnload,66355,8,6,2,0,3,dl wn load
multiload,14207,9,8,1,1,3,mult il oad
weathermatrix,55723,13,9,4,0,3,weath erm atrix
gruppo,371564,6,5,1,0,3,gr upp o
gatlinburg,1078242,10,9,1,1,3,gat lin burg
riemann,491833,7,6,1,0,2,ri emann
squaws,19825,6,5,1,1,3,s qu aws
auster,190567,6,6,0,1,2,a uster
aroclors,13322,8,6,2,0,3,ar ocl ors
addmousemotionlistener,27134,22,12,10,0,4,add mouse motion listener
credence,437017,8,5,3,0,2,cred ence
modifcation,26408,11,9,2,0,3,mod if cation
grandest,166232,8,8,0,1,2,grand est
janov,15041,5,5,0,1,2,jan ov
seconda,95487,7,7,0,0,2,second a
massagetoday,28516,12,9,3,0,3,mass aget oday
online,601317059,6,5,1,1,1,online
kapustin,20140,8,8,0,1,2,kap ustin
nagai,160286,5,4,1,1,2,n agai
mercaptoethanol,79600,15,11,4,0,5,merc ap to eth anol
zyme,92987,4,4,0,1,1,zyme
protid,73234,6,6,0,1,2,pro tid
safesite,43824,8,6,2,0,3,s af esite
intellipoint,42424,12,7,5,0,4,int ell ip oint
hetro,33151,5,5,0,1,2,het ro
oligocene,133465,9,7,2,1,3,ol ig ocene
kerbing,27146,7,7,0,1,2,ker bing
malaguena,18654,9,7,2,0,3,mal agu ena
astrophysical,564644,13,11,2,0,3,ast roph ysical
natale,302596,6,5,1,1,2,nat ale
aev,46881,3,3,0,1,2,a ev
bettor,93348,6,5,1,1,2,bett or
mapster,13630,7,7,0,1,2,map ster
ciasne,35208,6,6,0,1,2,cias ne
kanha,71309,5,4,1,1,2,kan ha
comprendre,71783,10,8,2,0,2,com prendre
oxana,26483,5,4,1,1,2,ox ana
pasty,231237,5,5,0,1,2,p asty
gaspar,250509,6,5,1,1,2,gas par
hadaway,25200,7,5,2,0,2,had away
helms,805535,5,5,0,1,2,hel ms
azobenzene,14811,10,6,4,0,4,az ob enz ene
birkat,18304,6,6,0,1,2,bir kat
alviso,86768,6,6,0,1,2,al viso
sqw,14979,3,3,0,1,2,sq w
satanic,835363,7,6,1,0,3,s atan ic
convicts,469213,8,7,1,0,2,conv icts
nondischargeable,16992,16,13,3,0,5,n ond is charge able
blogged,854866,7,6,1,1,2,blog ged
fkowers,13147,7,7,0,1,2,fk owers
passi,68630,5,4,1,1,2,pass i
gooblo,12720,6,4,2,0,3,go ob lo
dyre,14076,4,4,0,1,2,dy re
najm,33816,4,4,0,1,2,naj m
earthlinknet,31381,12,9,3,1,3,earth link net
canadiennes,100245,11,7,4,0,3,can ad iennes
xprofile,33365,8,8,0,0,2,x profile
needs,123595776,5,4,1,1,1,needs
chuckie,143796,7,6,1,0,3,ch uck ie
puzzlement,90248,10,8,2,0,3,p uzz lement
pational,15712,8,7,1,1,2,p ational
freecruitment,15147,13,9,4,0,3,free cruit ment
francais,2499888,8,7,1,1,3,fr anc ais
gotriad,13722,7,7,0,1,2,got riad
huddled,339047,7,5,2,0,3,h udd led
ulr,24873,3,3,0,1,2,ul r
phial,36526,5,5,0,1,2,ph ial
fingtones,16637,9,8,1,1,2,f ingtones
stakenborg,26917,10,10,0,1,3,st aken borg
nabru,14670,5,5,0,1,2,nab ru
harveysburg,17878,11,10,1,0,3,har veys burg
relativized,23339,11,9,2,0,3,rel ativ ized
curnow,71807,6,6,0,1,3,c urn ow
gggacg,15638,6,3,3,0,4,gg g ac g
nathrezim,29881,9,9,0,0,4,n ath rez im
amphoteric,17267,10,10,0,1,3,am ph oteric
utree,22551,5,4,1,0,2,ut ree
stringbuilder,63965,13,11,2,0,2,string builder
viana,103779,5,4,1,1,2,v iana
cept,422477,4,4,0,1,1,cept
wenninger,14702,9,6,3,0,2,wen ninger
faulks,39580,6,6,0,1,3,fa ul ks
gldisable,17239,9,8,1,0,3,g ld isable
shedy,13601,5,5,0,1,2,shed y
levitron,14578,8,8,0,1,3,lev it ron
chemother,282099,9,7,2,0,2,chem other
pseekaal,59052,8,6,2,0,3,p seek aal
dubost,46557,6,6,0,1,2,dub ost
gaucho,245510,6,6,0,1,2,gau cho
nashif,21833,6,6,0,1,3,n ash if
gartside,24713,8,8,0,1,2,gart side
mitac,742163,5,5,0,1,2,mit ac
provisioner,46725,11,8,3,0,3,pro vision er
deadcell,35631,8,5,3,0,2,dead cell
lozano,262837,6,5,1,1,2,lo zano
roselyn,141788,7,7,0,1,2,ros elyn
okies,47044,5,5,0,0,2,ok ies
hartke,228410,6,6,0,1,2,hart ke
blackwidow,32268,10,9,1,0,3,black wid ow
prov,1633255,4,4,0,1,1,prov
bioplex,15612,7,7,0,1,3,bi ople x
contaminations,34913,14,8,6,0,3,cont amin ations
totenkopf,25349,9,7,2,0,3,tot enk opf
rythm,160043,5,5,0,1,3,ry th m
ackerly,40796,7,7,0,1,2,acker ly
exquisitely,486722,11,9,2,1,4,ex quis it ely
orenstein,111901,9,7,2,0,2,oren stein
hotelswitch,17145,11,9,2,0,3,hot els witch
devonian,218925,8,7,1,1,2,dev onian
elmley,14600,6,4,2,0,2,elm ley
truthvalue,57333,10,8,2,0,2,truth value
halfdan,22564,7,6,1,1,3,hal fd an
earner,368734,6,4,2,0,2,ear ner
laube,40508,5,5,0,1,2,la ube
pumpin,101828,6,5,1,0,2,pump in
dllmain,22732,7,6,1,1,2,dll main
hysteric,75880,8,8,0,1,3,h yster ic
lauper,348403,6,6,0,1,2,lau per
lapentti,16935,8,7,1,0,3,lap ent ti
coreanna,13024,8,6,2,0,2,core anna
sitram,14665,6,6,0,1,2,sit ram
barents,261713,7,7,0,1,2,bar ents
transonic,91737,9,8,1,1,2,trans onic
sen,5230325,3,3,0,1,1,sen
bennette,13447,8,4,4,0,3,b enn ette
caborn,46219,6,6,0,1,2,cab orn
kaminski,241477,8,6,2,0,2,kam inski
raftery,90973,7,6,1,1,3,ra fter y
kelsy,13826,5,5,0,1,3,k els y
workweek,250723,8,5,3,0,2,work week
dacom,38423,5,5,0,1,2,d acom
avss,18806,4,3,1,0,2,av ss
gunstock,51430,8,8,0,1,2,gun stock
vheats,13048,6,6,0,1,3,v he ats
multicounty,17118,11,9,2,0,3,mult ic ounty
lime,5164527,4,4,0,1,1,lime
pitcairn,2445999,8,7,1,0,4,pit c air n
unconcious,37307,10,6,4,0,3,un conc ious
wctc,22753,4,3,1,1,3,w ct c
dobbin,142688,6,5,1,1,2,dob bin
fending,110896,7,6,1,1,2,f ending
tenser,36318,6,5,1,1,2,ten ser
probationer,94960,11,9,2,0,3,prob ation er
compadres,43486,9,9,0,1,2,comp adres
catastrophically,50774,16,11,5,0,4,cat ast roph ically
skel,125865,4,4,0,1,2,sk el
miner,2264812,5,5,0,1,1,miner
odland,17771,6,5,1,0,2,od land
ramayana,172152,8,5,3,0,2,ram ayana
llmc,14002,4,3,1,1,2,ll mc
sleepwalking,105590,12,10,2,0,2,sleep walking
evangelina,16474,10,7,3,1,3,ev angel ina
eace,17540,4,3,1,0,2,e ace
carabus,18480,7,6,1,1,2,car abus
sideeffects,51487,11,7,4,0,2,side effects
exo,513966,3,3,0,1,1,exo
obligor,343616,7,6,1,1,3,ob lig or
anseo,31939,5,5,0,1,2,anse o
raus,52661,4,4,0,1,2,ra us
burkley,16302,7,7,0,1,3,bur k ley
participations,161130,14,9,5,0,2,particip ations
waitsfield,91996,10,9,1,0,3,wait s field
nonconformist,90306,13,9,4,0,4,non con form ist
tallac,18974,6,4,2,1,3,t all ac
kidtune,17646,7,7,0,1,3,k idt une
alyson,566061,6,6,0,1,2,aly son
avoidance,2280365,9,8,1,0,2,avoid ance
notetakers,45802,10,8,2,0,3,not et akers
iakovos,24498,7,6,1,0,3,i akov os
genaric,15017,7,7,0,1,3,gen ar ic
parastatals,40392,11,6,5,0,4,par ast at als
legalising,25789,10,7,3,0,2,legal ising
myfidelio,15194,9,8,1,0,4,my f idel io
necrosis,1264854,8,7,1,1,2,nec rosis
zellkulturen,19504,12,8,4,0,4,zell k ult uren
netpipes,19465,8,6,2,0,2,net pipes
palevioletred,14738,13,10,3,0,5,p ale vio let red
baled,78514,5,5,0,1,2,b aled
citywest,35740,8,7,1,0,2,city west
lovechild,28897,9,8,1,0,2,love child
kilosports,21009,10,8,2,0,3,k ilos ports
conversed,104586,9,8,1,1,2,con versed
funerali,15262,8,8,0,1,3,fun er ali
buffalos,51467,8,7,1,1,2,buff alos
grudging,83698,8,6,2,0,3,gr ud ging
cena,651973,4,4,0,1,2,c ena
digitalpoint,24529,12,9,3,0,2,digital point
powerdesk,19231,9,8,1,0,2,power desk
infernal,665860,8,7,1,1,2,infer nal
forio,27524,5,4,1,1,2,for io
voy,355769,3,3,0,1,1,voy
weten,82737,5,4,1,1,2,w eten
sauk,519050,4,4,0,1,2,s auk
openbare,24691,8,7,1,1,2,open bare
paba,91235,4,3,1,1,2,p aba
obnoxious,817052,9,7,2,0,4,ob n ox ious
colnbrook,24004,9,7,2,0,3,col nb rook
canker,307701,6,6,0,1,2,c anker
congealing,13719,10,8,2,0,3,con ge aling
calafate,61300,8,6,2,0,3,cal af ate
tachyarrhythmias,22869,16,9,7,0,5,tach y arr hythm ias
buty,46277,4,4,0,1,2,but y
ranford,23895,7,6,1,1,2,ran ford
forumwise,16958,9,9,0,1,2,forum wise
septembers,13454,10,7,3,0,2,sept embers
ionut,31186,5,5,0,1,2,ion ut
mengel,35607,6,5,1,0,2,meng el
nseries,16759,7,5,2,0,2,n series
marmorata,23378,9,5,4,1,3,m armor ata
lahm,20525,4,4,0,1,2,lah m
httpwebrequest,21670,14,10,4,0,3,http web request
anthers,95298,7,7,0,1,2,an thers
aurukun,29100,7,5,2,0,2,aur ukun
hashi,28509,5,4,1,0,2,hash i
sluseholmen,15525,11,8,3,0,4,sl use hol men
sporen,53179,6,6,0,1,2,sp oren
unconvincing,167332,12,7,5,0,4,un conv inc ing
bancorpsouth,13642,12,11,1,0,5,b anc or ps outh
hynd,21446,4,4,0,1,2,h ynd
tassel,534111,6,5,1,1,3,t ass el
cscript,16080,7,6,1,0,2,c script
ymir,41682,4,4,0,1,2,ym ir
bloodmoon,29643,9,6,3,0,2,blood moon
gardnerville,106775,12,9,3,0,3,gard n erville
apf,311026,3,3,0,1,2,ap f
madaleno,25941,8,7,1,1,3,mad al eno
zodi,31709,4,4,0,1,2,z odi
boscawen,58142,8,8,0,1,4,b osc aw en
amal,237293,4,3,1,1,1,amal
conflictive,14058,11,9,2,0,3,conf lict ive
cleanersvacuum,30145,14,10,4,0,4,clean ers vac uum
charmander,19531,10,8,2,0,3,ch arm ander
croxteth,16902,8,7,1,0,3,cro xt eth
bioeng,40441,6,6,0,1,2,bio eng
kotchman,17548,8,8,0,1,3,kot ch man
dvdisaster,29772,10,8,2,1,3,dv dis aster
pyper,35528,5,4,1,1,2,py per
leaplist,29097,8,7,1,1,3,le ap list
lessees,196038,7,3,4,0,3,les se es
srevasneercs,42502,12,7,5,0,6,s re vas ne erc s
messagewall,68531,11,7,4,0,2,message wall
islets,375849,6,5,1,0,2,is lets
intralink,16687,9,7,2,0,3,in tral ink
jonesboro,896063,9,7,2,0,3,j ones boro
jover,30344,5,5,0,1,2,j over
campbellsport,38792,13,11,2,0,3,camp bells port
popple,34253,6,4,2,0,2,pop ple
fluka,70317,5,5,0,1,2,fl uka
cmps,196150,4,4,0,1,2,cm ps
solms,27177,5,4,1,1,2,sol ms
homophobic,376947,10,7,3,0,2,hom ophobic
venini,13966,6,4,2,1,2,ven ini
inw,72502,3,3,0,1,2,in w
gleneden,60636,8,5,3,0,3,g len eden
marcial,47889,7,6,1,1,2,mar cial
estatements,19333,11,6,5,0,2,estat ements
strokers,254813,8,6,2,0,3,st rok ers
mml,259595,3,2,1,1,2,m ml
guns,12383666,4,4,0,1,1,guns
zygon,15300,5,5,0,1,2,zy gon
klemencic,18564,9,7,2,0,4,k lem enc ic
motoman,29794,7,5,2,0,2,mot oman
livevault,62965,9,7,2,0,2,live vault
stollen,34783,7,6,1,1,2,st ollen
rhodesian,236231,9,9,0,1,3,rh odes ian
medrol,59997,6,6,0,1,2,med rol
agcm,22811,4,4,0,1,2,ag cm
eitel,27634,5,4,1,0,2,e itel
berceuse,36942,8,6,2,1,3,ber ce use
cedwyn,18043,6,6,0,1,2,ced wyn
lockington,19919,10,8,2,0,2,lock ington
calendarcheck,21934,13,9,4,0,2,calendar check
tyk,29633,3,3,0,1,2,ty k
netbenefit,33257,10,6,4,0,3,net benef it
isprs,51487,5,4,1,0,2,is prs
taluswood,16275,9,8,1,0,3,tal us wood
snead,175337,5,5,0,1,3,s ne ad
rn,7150230,2,2,0,1,1,rn
regurgitation,219525,13,9,4,0,3,reg urg itation
modesta,24971,7,7,0,0,2,mod esta
traprock,16474,8,7,1,1,2,trap rock
demographic,5553274,11,11,0,1,2,dem ographic
nomo,101422,4,3,1,1,2,n omo
murrayc,13094,7,6,1,1,3,m urray c
chicle,28528,6,5,1,0,2,ch icle
ponton,52172,6,4,2,1,2,p onton
cronkhite,20826,9,9,0,1,3,cron kh ite
ramen,373754,5,5,0,1,2,ram en
rollinsford,47237,11,8,3,0,3,roll ins ford
honor,16787246,5,4,1,1,2,hon or
bva,100570,3,3,0,1,2,b va
xmovei,21109,6,6,0,1,3,x move i
rezzrovv,19575,8,5,3,0,3,rezz rov v
disipal,28795,7,6,1,0,2,dis ipal
derge,44465,5,4,1,1,2,der ge
materialised,71808,12,9,3,0,2,material ised
tragedian,13439,9,8,1,1,3,tr aged ian
migrator,159738,8,7,1,1,3,m igr ator
buio,19388,4,4,0,1,2,bu io
maybee,65464,6,5,1,0,2,may bee
pressofoon,13069,10,7,3,0,3,p resso foon
hawmps,14819,6,6,0,1,2,hawm ps
frivolously,29317,11,9,2,0,4,fr iv ol ously
stylegala,48193,9,7,2,0,3,style g ala
para,17864371,4,3,1,1,1,para
bide,193344,4,4,0,1,2,b ide
watchful,547093,8,8,0,1,2,watch ful
wyant,63467,5,5,0,1,2,wy ant
grandfield,25717,10,9,1,0,2,grand field
reverdy,13221,7,5,2,0,3,re ver dy
cpuid,139377,5,5,0,1,2,cp uid
certificaat,16217,11,7,4,0,3,cert ific aat
homelake,17797,8,7,1,0,3,hom el ake
kagyu,60192,5,5,0,1,3,k ag yu
setnodevalue,13944,12,10,2,0,3,set node value
cecity,15861,6,5,1,1,2,ce city
maching,25101,7,7,0,1,2,m aching
dsbs,26506,4,3,1,1,2,ds bs
buttkicker,85721,10,8,2,0,3,but tk icker
decorin,18332,7,7,0,1,2,decor in
jf,3324484,2,2,0,1,1,jf
caribseek,34739,9,8,1,0,3,car ib seek
biovail,41743,7,6,1,0,3,bi ov ail
downloas,79990,8,7,1,0,3,down lo as
agentcars,17723,9,8,1,1,2,agent cars
trie,148083,4,4,0,1,2,tr ie
donned,231065,6,4,2,1,3,d onn ed
florek,20594,6,6,0,1,2,fl orek
sumy,66245,4,4,0,1,2,sum y
actv,61327,4,4,0,1,2,act v
bringers,32066,8,7,1,1,2,br ingers
attendence,71423,10,6,4,0,3,att end ence
finos,15235,5,5,0,1,2,fin os
oooogp,12711,6,3,3,1,3,ooo og p
bumpz,21161,5,5,0,1,3,b ump z
lithosphere,193225,11,9,2,0,3,l ith osphere
sumach,12754,6,6,0,1,2,sum ach
baqouba,16005,7,5,2,1,4,ba q ou ba
intracardiac,53692,12,7,5,0,4,intr ac ardi ac
jujutsu,47696,7,4,3,0,3,ju j utsu
isgs,27730,4,3,1,1,2,is gs
willowdale,97873,10,7,3,0,3,will ow dale
quatermain,49091,10,9,1,1,3,qu ater main
adsi,107697,4,4,0,1,2,ad si
lytte,19359,5,4,1,1,2,ly tte
comparisons,7177121,11,9,2,0,2,compar isons
proscribed,237128,10,9,1,0,2,pro scribed
vertrefresh,25643,11,7,4,0,2,vert refresh
portrayals,224240,10,8,2,0,3,por tray als
blockset,33625,8,8,0,1,2,block set
ooogli,12714,6,4,2,0,2,oo ogli
rigidly,308159,7,6,1,0,3,rig id ly
testes,345509,6,3,3,1,2,test es
typha,49249,5,5,0,1,2,ty pha
imix,19617,4,3,1,0,2,im ix
eturn,28666,5,5,0,1,1,eturn
lussac,25439,6,5,1,1,2,luss ac
incwm,45340,5,5,0,1,2,inc wm
bellach,70652,7,6,1,1,2,bell ach
wwwoakleycom,30984,12,9,3,0,5,ww wo ak ley com
listenings,30282,10,7,3,0,2,listen ings
rotisserie,459806,10,6,4,0,2,rot isserie
waldenburg,24131,10,10,0,1,3,wal den burg
healthsource,24168,12,10,2,0,2,health source
pechora,20653,7,7,0,1,3,pe ch ora
projscts,27321,8,7,1,0,3,pro js cts
grauman,51272,7,6,1,1,2,gra uman
barbwire,39698,8,6,2,1,3,bar b wire
furniturestack,20613,14,11,3,0,3,f urniture stack
orthez,17325,6,6,0,1,2,ort hez
pumpkorn,15826,8,7,1,0,3,pump k orn
katmai,116776,6,5,1,1,2,kat mai
lcadelegatewiki,22310,15,10,5,0,4,lc ade legate wiki
passports,1413465,9,6,3,0,2,pass ports
gardiner,1115695,8,7,1,1,2,gard iner
icdsoft,14944,7,7,0,1,3,ic d soft
daisy,5124326,5,5,0,1,2,d aisy
fvh,43814,3,3,0,1,2,f vh
devicename,21832,10,8,2,0,3,dev ic ename
zoller,179599,6,5,1,1,2,z oller
rocephin,20606,8,8,0,1,4,ro ce ph in
figuration,103403,10,9,1,0,1,figuration
leyner,24890,6,5,1,0,2,ley ner
dstc,42426,4,4,0,1,2,dst c
cantona,53087,7,5,2,1,2,cant ona
touv,16081,4,4,0,1,2,t ouv
pachard,86889,7,6,1,1,3,p ach ard
hoyse,35597,5,5,0,1,3,h oy se
kolpin,55640,6,6,0,1,2,kol pin
ohhool,12711,6,3,3,0,3,oh h ool
philipines,120270,10,7,3,0,3,ph ilip ines
dubuffet,28408,8,6,2,0,3,dub uff et
benfit,14102,6,6,0,1,2,ben fit
banten,21786,6,5,1,1,2,b anten
garrigan,22560,8,5,3,1,3,g arr igan
katlenburg,16219,10,10,0,1,3,kat len burg
culicidae,55411,9,7,2,0,3,cul ic idae
thiazolidinediones,27073,18,11,7,0,5,th iaz olid ined iones
frente,194621,6,5,1,1,2,fr ente
sampoerna,13812,9,8,1,1,3,s ampo erna
tml,281527,3,3,0,1,1,tml
addr,3133364,4,3,1,0,1,addr
seebohm,16720,7,6,1,1,4,se eb oh m
petersbourg,16694,11,9,2,0,3,p eters bourg
kromeriz,32206,8,7,1,1,4,k rom er iz
bellhop,81693,7,6,1,1,2,bell hop
skytrax,15456,7,7,0,1,3,sky tr ax
nieuwenhuizen,51961,13,7,6,0,3,nieuw en huizen
chinput,22536,7,7,0,1,2,ch input
rstr,110558,4,3,1,1,2,r str
reelect,33439,7,5,2,0,2,ree lect
mattera,19647,7,5,2,1,2,matter a
devestating,29624,11,9,2,0,3,dev est ating
danglin,12909,7,6,1,1,2,dang lin
hicon,17483,5,5,0,1,2,h icon
metroland,89376,9,9,0,1,3,met rol and
rockhill,81732,8,7,1,0,2,rock hill
augustines,20880,10,8,2,0,3,aug ust ines
nakane,18832,6,4,2,0,2,nak ane
uytterhoeven,49915,12,9,3,0,4,uy tter ho even
cide,135263,4,4,0,1,2,c ide
lajo,26665,4,4,0,1,2,l ajo
llinell,36025,7,4,3,0,3,ll in ell
lbangs,16046,6,6,0,1,3,l bang s
dunks,214757,5,5,0,1,2,d unks
stimac,17941,6,6,0,1,2,stim ac
abating,90502,7,6,1,1,2,ab ating
verzamelingen,35289,13,10,3,0,4,ver z amel ingen
flame,8527495,5,5,0,1,2,fl ame
rienzi,40954,6,5,1,0,3,r ien zi
pdvd,16974,4,3,1,1,2,pd vd
accompagnatrice,42289,15,11,4,0,3,ac compagn atrice
shiff,18503,5,4,1,1,2,sh iff
aipg,15043,4,4,0,1,3,a ip g
ripto,20604,5,5,0,1,2,r ipto
iders,21360,5,5,0,1,1,iders
fortenberry,57512,11,8,3,0,3,fort en berry
feminity,15249,8,7,1,0,3,f em inity
nyeste,43281,6,5,1,0,2,ny este
haliaetus,18557,9,8,1,1,3,hal ia etus
senselessness,21782,13,4,9,0,3,sens eless ness
hangaroo,51888,8,6,2,1,2,hang aroo
frugal,932856,6,6,0,1,2,fr ugal
newsbriefs,70669,10,8,2,0,3,news brief s
headguard,13092,9,7,2,0,2,head guard
stewiacke,14960,9,8,1,1,5,st ew i ack e
datsyuk,33407,7,7,0,1,4,d ats y uk
adjtimex,38057,8,8,0,1,4,ad jt im ex
gymnocalycium,13142,13,10,3,0,4,gym n ocaly cium
gratuitous,511122,10,8,2,0,3,grat uit ous
gascogne,37931,8,7,1,1,3,g asc ogne
quartal,31583,7,6,1,1,2,quart al
jumlah,24081,6,6,0,1,1,jumlah
schaub,179743,6,6,0,1,3,s cha ub
hokusai,74013,7,7,0,1,3,hok us ai
truflo,24643,6,6,0,1,3,tr uf lo
mowing,686481,6,6,0,1,2,m owing
rimonim,31320,7,5,2,0,3,r imon im
sumerian,214946,8,8,0,1,3,s umer ian
lazare,154589,6,5,1,1,3,l az are
ambrosino,15919,9,8,1,1,3,amb ros ino
mahabharata,135009,11,6,5,0,4,ma hab har ata
satinwood,26614,9,8,1,0,3,s atin wood
skydatepro,15843,10,10,0,1,3,sky date pro
pulsate,37283,7,7,0,1,3,p uls ate
hotkey,321643,6,6,0,1,2,hot key
eldorado,1408905,8,6,2,0,2,eld orado
newmexico,17825,9,8,1,0,3,new mex ico
dime,1905297,4,4,0,1,2,d ime
detroiter,18263,9,6,3,0,3,det ro iter
hatchett,64121,8,5,3,0,3,hat che tt
akihiko,38359,7,5,2,1,3,ak ih iko
bertolucci,122900,10,9,1,0,3,bert olu cci
civils,65417,6,5,1,0,3,c iv ils
perlick,20938,7,7,0,1,2,per lick
budgeted,1189863,8,6,2,0,2,budget ed
penry,47257,5,5,0,1,2,pen ry
thioguanine,29747,11,9,2,0,4,thi og uan ine
defeatist,72386,9,7,2,0,3,def eat ist
stanleyville,14318,12,9,3,0,3,stan ley ville
hansastrasse,120706,12,7,5,0,4,h ansas tr asse
quotidienne,62087,11,8,3,0,3,quot id ienne
professorships,130375,14,8,6,0,4,prof ess orship s
shere,82346,5,4,1,1,2,sh ere
miggy,16925,5,4,1,1,2,mig gy
standring,16899,9,8,1,1,2,stand ring
kimballton,21606,10,9,1,0,3,kim ball ton
shaw,7250288,4,4,0,1,1,shaw
dypski,32538,6,6,0,1,3,dy ps ki
constitution,20433489,12,7,5,0,1,constitution
emd,550023,3,3,0,1,1,emd
pipelinetest,35101,12,7,5,0,4,p ipel inet est
filaments,628762,9,9,0,1,2,fil aments
cooma,133180,5,4,1,1,2,co oma
vaucanson,53151,9,7,2,1,3,v auc anson
affianced,41836,9,7,2,1,3,aff i anced
predica,25714,7,7,0,1,2,pred ica
bostwick,163224,8,8,0,1,3,b ost wick
callvantage,30914,11,8,3,0,3,call v antage
xprotect,12871,8,7,1,0,2,x protect
fatlip,24149,6,6,0,1,2,fat lip
sones,72334,5,4,1,0,2,son es
prevx,66445,5,5,0,1,2,prev x
wakelin,53374,7,7,0,1,2,wak elin
ellan,24260,5,4,1,0,1,ellan
coverlets,72665,9,8,1,0,2,cover lets
vickery,244757,7,7,0,1,3,v ick ery
autoidsavings,31608,13,10,3,0,3,auto ids avings
neato,182680,5,5,0,1,2,ne ato
economizing,27761,11,8,3,0,2,econom izing
parkrose,17463,8,7,1,0,2,park rose
frusemide,25266,9,8,1,0,4,fr use m ide
untimely,554611,8,8,0,1,3,unt im ely
postdated,29573,9,7,2,0,2,post dated
shwonline,42757,9,8,1,1,3,sh w online
almgren,18955,7,7,0,1,2,alm gren
jodie,1043686,5,5,0,1,2,j odie
adminship,23748,9,8,1,0,2,admin ship
quartet,4182986,7,6,1,1,2,quart et
danisco,79286,7,7,0,1,2,dan isco
ruts,144081,4,4,0,1,2,r uts
qft,76861,3,3,0,1,2,q ft
memantine,75540,9,6,3,0,3,mem ant ine
ersatz,159432,6,6,0,1,2,ers atz
galla,64341,5,3,2,0,2,g alla
pcquest,34684,7,7,0,1,2,pc quest
mometasone,50207,10,7,3,0,4,m omet as one
heller,1535624,6,4,2,1,2,hell er
confidential,10937497,12,10,2,0,2,conf idential
medisave,82678,8,7,1,1,3,med is ave
hillside,1695300,8,6,2,1,3,h ills ide
leask,35785,5,5,0,1,2,le ask
ocn,191083,3,3,0,1,2,oc n
brightwater,43707,11,9,2,0,2,bright water
leiko,64708,5,5,0,1,2,le iko
annuels,14850,7,6,1,1,2,ann uels
barrasford,35203,10,7,3,0,3,b arras ford
bequests,353500,8,6,2,0,2,be quests
knirsch,51193,7,7,0,1,3,kn ir sch
innateimmunity,298279,14,8,6,0,4,inn ate im munity
smoulder,12995,8,8,0,1,2,sm oulder
clasica,23627,7,5,2,1,2,clas ica
enshrine,68426,8,6,2,0,3,ens hr ine
fridge,5458180,6,6,0,1,2,fr idge
kabloom,64679,7,6,1,0,2,kab loom
coight,23380,6,6,0,1,2,co ight
nab,871774,3,3,0,1,1,nab
singl,55202,5,5,0,1,2,sing l
konex,29463,5,5,0,1,2,kon ex
topotecan,50417,9,7,2,0,3,top otec an
probed,612535,6,6,0,1,2,pro bed
unday,17020,5,5,0,1,1,unday
knitpicks,21080,9,7,2,0,4,kn it p icks
accessed,8825205,8,5,3,0,2,access ed
forever,17381863,7,5,2,1,2,fore ver
coalton,36935,7,6,1,1,2,coal ton
stainmaster,14774,11,8,3,0,3,st ain master
yrllow,28898,6,5,1,1,3,yr ll ow
cycle,29585286,5,4,1,0,1,cycle
qualities,5809457,9,8,1,0,1,qualities
amrita,170194,6,5,1,1,2,am rita
denni,47869,5,4,1,1,2,den ni
wbem,98797,4,4,0,1,2,wb em
victori,39945,7,6,1,1,2,vict ori
bila,104132,4,4,0,1,2,b ila
alleyton,19910,8,7,1,1,3,al ley ton
fremer,38435,6,4,2,0,2,fre mer
giftlaw,57108,7,7,0,1,2,gift law
coachlines,20763,10,9,1,0,2,coach lines
sanest,15775,6,5,1,1,2,san est
carricature,13711,11,7,4,0,4,c arr ic ature
slimer,21941,6,6,0,1,2,sl imer
acht,88070,4,4,0,1,1,acht
possi,234019,5,4,1,1,2,pos si
