Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect,GPT4o_IFCorrect,LlaMa3.1-8B_IFCorrect,Gemma2-9B_IFCorrect,Mixtral-7B_IFCorrect
priding,15356,7,6,1,2,pr iding,0,1,0,0,0
multibase,46616,9,9,0,2,mult ibase,1,1,1,1,1
atlarge,79942,7,6,1,2,at large,1,1,0,0,0
onkeypress,29582,10,8,2,2,on keypress,0,1,0,0,0
jamas,18919,5,4,1,2,j amas,1,1,0,1,0
nmr,2133501,3,3,0,2,nm r,1,1,1,1,1
dataproducts,265537,12,9,3,4,dat apro duct s,0,0,0,0,0
natural,105101771,7,6,1,1,natural,1,1,0,0,1
morten,472337,6,6,0,2,mort en,1,1,1,1,0
thug,1604910,4,4,0,2,th ug,1,1,1,0,1
perigueux,34943,9,7,2,3,per igue ux,0,0,0,0,0
dogman,24703,6,6,0,2,dog man,1,1,1,0,0
opnavinst,56676,9,8,1,3,op nav inst,1,1,0,0,0
scorning,28343,8,7,1,2,sc orning,1,1,0,0,0
usdollars,25129,9,7,2,3,us doll ars,0,1,0,0,0
callicut,46237,8,6,2,3,cal lic ut,0,0,0,0,0
interactif,18212,10,8,2,3,inter act if,0,1,0,0,0
dissuasive,18597,10,7,3,4,d iss u asive,0,1,0,0,0
eminimalls,268325,10,7,3,3,emin im alls,0,0,0,0,0
snss,27705,4,2,2,2,sn ss,1,1,1,0,0
goodis,15419,6,5,1,2,good is,0,1,0,1,0
cfj,34137,3,3,0,2,cf j,1,1,1,1,1
applicaton,25461,10,8,2,3,app lic aton,1,0,0,0,0
beken,27374,5,4,1,2,b eken,1,1,0,1,1
treorchy,38772,8,7,1,3,tre orch y,0,1,1,1,0
libmodule,21421,9,8,1,2,lib module,0,0,0,0,0
reviewed,29665969,8,6,2,2,review ed,0,0,0,0,0
tizi,14697,4,3,1,2,t izi,1,1,0,1,1
relativa,29099,8,7,1,2,rel ativa,1,1,1,0,0
kamath,76840,6,5,1,3,k am ath,1,1,0,1,0
epishs,105235,6,5,1,3,ep ish s,1,1,1,1,0
dsl,26407952,3,3,0,1,dsl,1,1,1,0,0
epsfig,13002,6,6,0,2,eps fig,1,1,1,1,0
symfwnias,12872,9,8,1,4,sym f wn ias,1,1,0,0,0
platzer,33246,7,7,0,2,plat zer,1,1,1,1,1
since,214302926,5,5,0,1,since,1,1,1,1,1
aam,259590,3,2,1,2,a am,1,1,0,1,1
watlow,30968,6,5,1,2,wat low,0,1,0,0,1
cyndee,21174,6,5,1,3,cy nd ee,1,1,1,1,1
tallwood,18699,8,6,2,3,t all wood,0,1,0,0,0
hoetls,19308,6,6,0,3,ho et ls,1,1,1,1,0
levelland,94809,9,6,3,3,lev ell and,0,1,0,0,0
incurrence,34954,10,6,4,2,inc urrence,0,0,0,0,0
hinano,15469,6,5,1,2,hin ano,1,1,1,0,0
kista,55183,5,5,0,2,k ista,1,1,1,0,1
electricians,1216354,12,9,3,2,electric ians,0,1,0,0,0
deviance,356186,8,7,1,2,dev iance,1,1,0,1,1
backrests,41436,9,8,1,3,back rest s,1,1,0,0,0
piekne,17853,6,5,1,3,pie k ne,0,1,0,0,0
adda,129805,4,2,2,2,add a,0,1,0,1,0
ntis,286327,4,4,0,2,nt is,1,1,1,0,1
paradisio,16342,9,7,2,4,par ad is io,1,1,1,0,1
romio,29674,5,4,1,2,rom io,1,1,0,1,0
horrified,609528,9,7,2,3,h orr ified,0,0,0,0,0
shoplet,90894,7,7,0,2,shop let,1,1,1,0,0
ashbrook,204329,8,7,1,2,ash brook,0,0,0,0,0
prophesying,71034,11,10,1,4,pro ph es ying,0,1,0,0,0
heathlands,32639,10,8,2,3,he ath lands,0,1,0,0,0
longwarry,17414,9,8,1,3,long w arry,1,1,0,0,0
allintext,15224,9,7,2,3,all int ext,0,0,0,0,0
hwyl,22896,4,4,0,2,hw yl,1,1,1,1,0
cygni,45047,5,5,0,2,cy gni,1,1,1,0,1
precalculus,164972,11,8,3,3,pre cal culus,0,0,0,0,0
openmp,167930,6,5,1,2,open mp,0,1,0,0,0
derivative,4721844,10,7,3,2,der ivative,0,0,0,0,0
detracted,62532,9,6,3,3,d etr acted,0,1,0,0,0
limbaugh,919382,8,8,0,2,lim baugh,1,1,1,1,1
twiddle,73421,7,6,1,2,tw iddle,0,1,0,0,0
killah,215781,6,5,1,2,kill ah,1,1,0,1,0
denlinger,25499,9,7,2,2,den linger,0,1,0,0,0
isno,12903,4,4,0,2,is no,1,1,0,1,1
proel,34135,5,5,0,2,pro el,1,1,1,1,0
radiohead,1729076,9,7,2,2,radio head,0,1,0,0,0
collegedale,54257,11,7,4,4,col leg ed ale,0,0,0,0,0
baxa,40373,4,3,1,3,b ax a,1,1,1,1,1
rtcc,12850,4,3,1,2,rt cc,1,1,0,0,0
ogggoo,12711,6,2,4,3,og gg oo,0,0,1,0,0
dimwitted,34838,9,6,3,3,dim w itted,0,1,0,0,0
azjatka,26182,7,5,2,4,az j at ka,0,1,0,0,0
digitaria,23000,9,6,3,2,digit aria,1,1,0,0,0
firebombs,16979,9,8,1,3,fire b ombs,1,1,0,0,0
erbs,57356,4,4,0,2,er bs,1,1,1,0,0
uah,543087,3,3,0,2,u ah,1,1,1,1,1
zwilling,39214,8,6,2,2,zw illing,0,1,0,0,0
neki,56499,4,4,0,2,ne ki,1,1,1,1,1
coppermine,1974158,10,8,2,3,c opper mine,0,1,0,0,0
multipost,25190,9,8,1,2,multip ost,0,0,0,0,0
korf,40328,4,4,0,2,k orf,1,1,1,0,1
easycoder,61879,9,8,1,4,e as yc oder,1,1,0,0,0
vot,115356,3,3,0,2,v ot,1,1,1,0,0
certs,596230,5,5,0,2,cert s,1,1,1,0,0
manpreetsingh,13260,13,11,2,5,man pre ets ing h,0,1,0,0,0
wadi,353564,4,4,0,2,w adi,1,1,1,1,1
alternative,55502123,11,8,3,1,alternative,0,0,0,0,0
bapco,25726,5,5,0,3,b ap co,1,1,1,1,1
wellsford,35299,9,8,1,3,w ells ford,0,1,0,0,0
worthwhile,2984982,10,8,2,2,worth while,0,0,0,0,0
pve,152036,3,3,0,2,p ve,1,1,1,1,1
tola,39102,4,4,0,2,t ola,1,1,1,0,1
recitativo,23088,10,8,2,3,rec it ativo,0,0,0,0,0
hsitory,12716,7,7,0,2,hs itory,1,1,1,0,0
neurosecretory,32396,14,9,5,4,ne uro secret ory,0,1,0,0,0
gespaa,21102,6,5,1,3,ges p aa,0,1,0,0,1
muchos,177143,6,6,0,2,much os,1,1,0,0,0
nvtaskbarinit,14093,13,9,4,4,nv task bar init,0,0,0,0,0
passed,33242084,6,5,1,1,passed,1,1,0,0,0
ftsz,50651,4,4,0,2,ft sz,1,1,1,0,1
leiber,110947,6,5,1,2,le iber,0,1,0,1,1
mccann,985605,6,4,2,3,m cc ann,0,1,1,0,0
roentgenology,19392,13,8,5,4,ro ent gen ology,0,0,0,0,0
manipal,64882,7,6,1,3,man ip al,1,1,0,0,0
bloc,2215168,4,4,0,2,b loc,1,1,1,1,0
tragedia,37974,8,7,1,3,tr aged ia,1,1,0,0,0
bidder,12023506,6,5,1,2,bid der,0,1,0,0,0
kio,309154,3,3,0,2,k io,1,1,1,0,1
juncal,12856,6,6,0,3,j unc al,1,1,1,1,1
snj,40915,3,3,0,2,sn j,1,1,1,1,1
juego,379581,5,5,0,2,j uego,1,1,0,0,0
decepticon,62637,10,8,2,3,de cept icon,0,1,0,0,0
wyrick,83838,6,6,0,3,w yr ick,1,1,1,0,1
correy,13903,6,5,1,2,cor rey,1,1,1,0,0
moof,21398,4,3,1,2,mo of,0,1,1,0,1
cutely,17426,6,6,0,2,cut ely,1,1,1,0,0
cebas,35731,5,5,0,2,ce bas,1,1,1,1,0
resipes,35332,7,5,2,2,res ipes,0,1,0,0,0
cogiendo,34641,8,7,1,3,c og iendo,0,1,0,1,0
czerny,54786,6,6,0,3,cz ern y,1,1,1,0,1
lotusphere,192426,10,9,1,3,lot us phere,0,1,0,0,0
songo,24699,5,4,1,2,s ongo,1,1,1,1,1
stranden,23676,8,7,1,2,str anden,1,1,0,1,0
dfis,15174,4,4,0,2,df is,1,1,1,0,1
bursitis,182008,8,6,2,3,b urs itis,1,1,0,1,0
bookbeat,16188,8,6,2,2,book beat,0,1,0,0,0
oxyethylene,19086,11,8,3,2,oxy ethylene,0,0,0,0,0
cmac,58488,4,3,1,2,cm ac,0,1,0,0,0
tracktops,22025,9,8,1,3,track top s,1,1,0,1,0
abdomen,1490684,7,7,0,3,ab dom en,1,1,0,1,0
kuvasz,72446,6,6,0,3,ku vas z,1,1,1,1,1
ocas,22298,4,4,0,2,oc as,1,1,1,0,0
antropov,27754,8,7,1,3,ant rop ov,0,1,0,1,0
haxx,49217,4,3,1,3,h ax x,1,1,0,0,0
suncruz,24840,7,6,1,3,s unc ruz,1,1,0,0,0
comic,16695850,5,4,1,1,comic,1,1,0,0,0
fontvariations,30489,14,9,5,3,font var iations,0,0,0,0,0
tonner,146923,6,5,1,2,ton ner,1,1,1,0,0
fudforum,408341,8,6,2,3,f ud forum,1,0,0,0,0
easiness,236587,8,5,3,3,e as iness,0,1,0,0,0
mooers,52632,6,5,1,3,m oo ers,1,1,1,1,0
livesite,32268,8,6,2,3,l ives ite,0,0,0,0,0
luq,22365,3,3,0,2,lu q,1,1,1,0,0
fito,64574,4,4,0,2,fit o,1,1,1,0,0
screed,162227,6,5,1,3,s cre ed,1,1,1,0,1
rehabilitator,29278,13,9,4,4,re hab ilit ator,0,1,0,0,0
sace,63253,4,4,0,2,s ace,1,1,1,1,1
zebco,29470,5,5,0,3,ze b co,1,1,1,1,1
kempf,135270,5,5,0,3,k emp f,1,1,1,1,0
fieldscope,16906,10,9,1,2,field scope,0,1,0,0,0
weisenbach,16057,10,9,1,3,we isen bach,0,0,0,1,0
frederickson,87782,12,10,2,4,fre der ick son,0,1,0,1,0
bookstall,21059,9,7,2,3,book st all,1,1,0,0,0
supercilious,41424,12,9,3,4,sup erc il ious,0,0,0,0,0
galasource,24751,10,9,1,3,gal as ource,1,1,1,0,0
inhs,19203,4,4,0,2,in hs,1,1,1,1,1
radium,510988,6,6,0,2,rad ium,1,1,1,1,1
sdpd,21136,4,3,1,3,s dp d,1,1,1,0,0
damageplan,36053,10,8,2,2,damage plan,0,1,0,0,0
farmaci,30712,7,6,1,2,farm aci,1,1,0,0,0
jobscience,13706,10,8,2,2,job science,0,0,0,0,0
minidisc,1287945,8,6,2,3,min id isc,0,0,0,0,0
warde,44311,5,5,0,2,war de,1,1,1,0,1
drunkenly,56584,9,8,1,3,dr unken ly,1,1,0,0,0
froogle,523158,7,6,1,3,f ro ogle,1,1,0,1,1
bridegroom,316373,10,8,2,4,br ide g room,0,1,0,0,0
lug,2223791,3,3,0,1,lug,1,1,1,0,0
cortaid,16127,7,7,0,3,c ort aid,1,1,1,1,1
apollonia,88701,9,6,3,3,ap oll onia,0,1,0,0,0
gibbraytechnologies,16216,19,14,5,6,g ib br ay techn ologies,0,0,0,0,0
tachycardias,17936,12,9,3,5,t ach yc ard ias,0,1,0,0,0
surement,66278,8,7,1,2,sure ment,0,1,1,0,0
previuos,23858,8,8,0,3,prev iu os,1,1,0,0,0
bazant,13013,6,5,1,2,baz ant,1,1,0,0,0
efficacies,21961,10,6,4,3,eff ic acies,0,1,0,0,0
attacks,20251567,7,5,2,1,attacks,1,1,0,1,1
samedaymusic,40908,12,9,3,4,s amed ay music,0,1,0,0,0
figureheads,24341,11,10,1,2,figure heads,0,1,0,0,0
nbx,146230,3,3,0,2,nb x,1,1,1,1,1
outmaneuver,21143,11,9,2,4,out man eu ver,0,1,0,0,0
diskwarrior,34163,11,8,3,3,disk war rior,0,0,0,0,0
naws,23833,4,4,0,2,n aws,1,1,1,0,1
worde,65195,5,5,0,2,wor de,1,1,1,1,1
chateaubriand,58824,13,11,2,5,ch ate aub ri and,0,1,0,0,0
amela,14543,5,4,1,2,am ela,1,1,0,0,0
baloncesto,34576,10,9,1,3,bal once sto,1,1,0,0,0
selam,35765,5,5,0,2,sel am,1,1,1,1,0
shoppy,2417776,6,5,1,2,shop py,1,1,0,0,0
jus,1166646,3,3,0,2,j us,1,1,1,1,1
sentia,19704,6,6,0,2,sent ia,1,1,1,1,1
keogh,314157,5,5,0,2,ke ogh,1,1,1,0,0
dlwnload,66355,8,6,2,3,dl wn load,0,0,0,0,0
multiload,14207,9,8,1,3,mult il oad,1,1,1,1,0
weathermatrix,55723,13,9,4,2,weather matrix,0,0,0,0,0
gruppo,371564,6,5,1,3,gr up po,0,1,0,0,0
gatlinburg,1078242,10,9,1,4,g at lin burg,1,1,0,0,0
riemann,491833,7,6,1,2,ri emann,0,1,0,0,0
squaws,19825,6,5,1,2,squ aws,1,1,0,0,1
auster,190567,6,6,0,2,a uster,1,1,1,0,0
aroclors,13322,8,6,2,3,ar ocl ors,0,1,0,0,0
addmousemotionlistener,27134,22,12,10,4,add mouse motion listener,0,0,0,0,0
credence,437017,8,5,3,2,cred ence,0,1,0,0,0
modifcation,26408,11,9,2,3,mod if cation,0,0,0,0,0
grandest,166232,8,8,0,2,grand est,1,1,0,0,1
janov,15041,5,5,0,2,jan ov,1,1,1,1,1
seconda,95487,7,7,0,2,second a,0,1,1,0,0
massagetoday,28516,12,9,3,3,mass aget oday,0,1,0,0,0
online,601317059,6,5,1,1,online,1,1,0,0,0
kapustin,20140,8,8,0,2,kap ustin,1,1,1,1,1
nagai,160286,5,4,1,3,n ag ai,1,1,1,1,0
mercaptoethanol,79600,15,11,4,5,mer cap to eth anol,0,0,0,0,0
zyme,92987,4,4,0,2,zym e,1,1,1,1,1
protid,73234,6,6,0,2,prot id,1,1,1,1,1
safesite,43824,8,6,2,4,s af es ite,0,1,0,0,0
intellipoint,42424,12,7,5,4,int ell ip oint,0,0,0,0,0
hetro,33151,5,5,0,2,h etro,1,1,1,1,0
oligocene,133465,9,7,2,3,ol ig ocene,1,0,0,0,0
kerbing,27146,7,7,0,2,ker bing,1,1,1,1,0
malaguena,18654,9,7,2,3,mal agu ena,0,1,0,0,0
astrophysical,564644,13,11,2,3,ast roph ysical,0,0,0,0,0
natale,302596,6,5,1,3,n ata le,1,1,1,1,1
aev,46881,3,3,0,2,a ev,1,1,1,1,1
bettor,93348,6,5,1,2,bett or,1,1,0,1,0
mapster,13630,7,7,0,2,map ster,1,1,1,1,1
ciasne,35208,6,6,0,3,c ias ne,1,1,1,0,1
kanha,71309,5,4,1,2,kan ha,1,1,0,1,1
comprendre,71783,10,8,2,3,com prend re,0,1,0,0,0
oxana,26483,5,4,1,2,ox ana,1,1,0,1,1
pasty,231237,5,5,0,2,p asty,1,1,1,1,1
gaspar,250509,6,5,1,2,gas par,1,1,0,1,0
hadaway,25200,7,5,2,2,had away,0,0,0,0,0
helms,805535,5,5,0,2,hel ms,1,1,1,0,0
azobenzene,14811,10,6,4,4,az ob enz ene,0,0,0,0,0
birkat,18304,6,6,0,3,b irk at,1,1,1,1,1
alviso,86768,6,6,0,2,al viso,1,1,1,1,0
sqw,14979,3,3,0,2,sq w,1,1,1,1,0
satanic,835363,7,6,1,3,s atan ic,0,1,1,0,0
convicts,469213,8,7,1,2,conv icts,0,1,0,0,0
nondischargeable,16992,16,13,3,5,n ond is charge able,0,1,0,0,0
blogged,854866,7,6,1,2,blog ged,1,1,0,0,0
fkowers,13147,7,7,0,2,fk owers,1,1,0,1,1
passi,68630,5,4,1,2,pass i,1,1,0,0,0
gooblo,12720,6,4,2,3,go ob lo,0,0,0,0,0
dyre,14076,4,4,0,2,dy re,1,1,1,1,0
najm,33816,4,4,0,3,n aj m,1,1,1,1,1
earthlinknet,31381,12,9,3,3,earth link net,1,1,0,0,0
canadiennes,100245,11,7,4,3,can adi ennes,0,0,0,0,0
xprofile,33365,8,8,0,2,x profile,0,1,1,1,1
needs,123595776,5,4,1,1,needs,1,1,0,0,0
chuckie,143796,7,6,1,3,ch uck ie,0,1,0,0,0
puzzlement,90248,10,8,2,3,p uzz lement,0,0,0,0,0
pational,15712,8,7,1,2,p ational,1,1,0,0,1
freecruitment,15147,13,9,4,3,fre ec ruitment,0,0,0,0,0
francais,2499888,8,7,1,3,fr anca is,1,1,0,0,0
gotriad,13722,7,7,0,2,got riad,1,1,1,1,0
huddled,339047,7,5,2,2,h uddled,0,0,0,0,0
ulr,24873,3,3,0,2,ul r,1,1,1,1,1
phial,36526,5,5,0,2,ph ial,1,1,1,1,0
fingtones,16637,9,8,1,3,f ington es,1,1,0,0,0
stakenborg,26917,10,10,0,3,st aken borg,1,1,1,1,1
nabru,14670,5,5,0,3,n ab ru,1,1,1,1,1
harveysburg,17878,11,10,1,3,har veys burg,0,1,0,0,0
relativized,23339,11,9,2,3,rel ativ ized,0,1,0,0,0
curnow,71807,6,6,0,3,c urn ow,1,1,1,1,1
gggacg,15638,6,3,3,4,gg g ac g,0,1,0,1,0
nathrezim,29881,9,9,0,4,n ath rez im,0,0,1,1,1
amphoteric,17267,10,10,0,3,am phot eric,1,1,0,0,0
utree,22551,5,4,1,2,ut ree,0,1,0,0,1
stringbuilder,63965,13,11,2,2,string builder,0,0,0,0,0
viana,103779,5,4,1,2,v iana,1,1,0,0,1
cept,422477,4,4,0,1,cept,1,1,1,0,0
wenninger,14702,9,6,3,2,wen ninger,0,0,0,0,0
faulks,39580,6,6,0,3,fa ul ks,1,1,1,1,0
gldisable,17239,9,8,1,3,g ld isable,0,0,0,1,0
shedy,13601,5,5,0,2,sh edy,1,1,1,1,0
levitron,14578,8,8,0,3,lev it ron,1,1,1,1,0
chemother,282099,9,7,2,2,chem other,0,1,0,0,0
pseekaal,59052,8,6,2,3,p seek aal,0,1,0,1,0
dubost,46557,6,6,0,3,d ub ost,1,1,1,0,1
gaucho,245510,6,6,0,3,g au cho,1,1,0,1,0
nashif,21833,6,6,0,3,n ash if,1,1,1,1,1
gartside,24713,8,8,0,2,gart side,1,1,1,0,1
mitac,742163,5,5,0,2,mit ac,1,1,1,1,1
provisioner,46725,11,8,3,3,pro vision er,0,1,0,0,0
deadcell,35631,8,5,3,2,dead cell,0,0,0,0,0
lozano,262837,6,5,1,2,lo zano,1,1,0,1,1
roselyn,141788,7,7,0,2,ros elyn,1,1,1,0,0
okies,47044,5,5,0,1,okies,0,1,1,0,0
hartke,228410,6,6,0,2,hart ke,1,1,1,1,1
blackwidow,32268,10,9,1,3,black wid ow,0,0,0,0,0
prov,1633255,4,4,0,1,prov,1,1,1,1,0
bioplex,15612,7,7,0,3,bi ople x,1,1,1,1,1
contaminations,34913,14,8,6,3,cont amin ations,0,1,0,0,0
totenkopf,25349,9,7,2,4,tot enk op f,0,0,0,0,0
rythm,160043,5,5,0,3,ry th m,1,1,1,0,0
ackerly,40796,7,7,0,2,acker ly,1,1,1,1,0
exquisitely,486722,11,9,2,4,ex quis it ely,1,1,0,1,0
orenstein,111901,9,7,2,2,oren stein,0,1,0,0,0
hotelswitch,17145,11,9,2,3,hot els witch,0,1,0,0,0
devonian,218925,8,7,1,2,dev onian,1,1,0,0,0
elmley,14600,6,4,2,2,elm ley,0,0,0,0,0
truthvalue,57333,10,8,2,2,truth value,0,0,0,0,0
halfdan,22564,7,6,1,2,half dan,1,1,0,0,0
earner,368734,6,4,2,2,ear ner,0,1,0,0,0
laube,40508,5,5,0,2,la ube,1,1,1,0,1
pumpin,101828,6,5,1,3,p ump in,0,1,0,0,0
dllmain,22732,7,6,1,2,dll main,1,1,0,1,1
hysteric,75880,8,8,0,3,h yst eric,1,1,1,0,0
lauper,348403,6,6,0,2,la uper,1,1,1,0,1
lapentti,16935,8,7,1,3,lap ent ti,0,1,0,0,0
coreanna,13024,8,6,2,2,core anna,0,1,0,0,0
sitram,14665,6,6,0,2,sit ram,1,1,1,1,1
barents,261713,7,7,0,3,b arent s,1,1,1,0,1
transonic,91737,9,8,1,2,trans onic,1,1,0,0,0
sen,5230325,3,3,0,1,sen,1,1,1,0,0
bennette,13447,8,4,4,3,b enn ette,0,0,0,0,0
caborn,46219,6,6,0,2,cab orn,1,1,1,1,1
kaminski,241477,8,6,2,3,k amins ki,0,1,0,0,0
raftery,90973,7,6,1,3,ra fter y,1,1,0,1,0
kelsy,13826,5,5,0,3,k els y,1,1,1,0,0
workweek,250723,8,5,3,2,work week,0,1,0,0,0
dacom,38423,5,5,0,2,d acom,1,1,1,1,1
avss,18806,4,3,1,2,av ss,0,1,1,0,0
gunstock,51430,8,8,0,2,gun stock,1,1,1,0,1
vheats,13048,6,6,0,3,v he ats,1,1,1,0,1
multicounty,17118,11,9,2,3,mult ic ounty,0,1,0,0,0
lime,5164527,4,4,0,1,lime,1,1,1,1,0
pitcairn,2445999,8,7,1,4,pit ca ir n,0,1,1,0,0
unconcious,37307,10,6,4,3,un conc ious,0,0,0,0,0
wctc,22753,4,3,1,3,w ct c,1,1,0,0,1
dobbin,142688,6,5,1,2,dob bin,1,1,0,0,0
fending,110896,7,6,1,2,f ending,1,1,0,0,0
tenser,36318,6,5,1,2,t enser,1,1,0,0,0
probationer,94960,11,9,2,3,prob ation er,0,0,0,0,0
compadres,43486,9,9,0,3,comp ad res,1,1,0,1,0
catastrophically,50774,16,11,5,5,c ata st roph ically,0,0,0,0,0
skel,125865,4,4,0,2,sk el,1,1,1,0,0
miner,2264812,5,5,0,1,miner,1,1,1,0,0
odland,17771,6,5,1,2,od land,0,0,0,0,0
ramayana,172152,8,5,3,3,ram ay ana,0,1,0,0,0
llmc,14002,4,3,1,2,ll mc,1,1,0,1,1
sleepwalking,105590,12,10,2,2,sleep walking,0,1,0,0,0
evangelina,16474,10,7,3,3,ev angel ina,1,0,0,0,0
eace,17540,4,3,1,2,e ace,0,1,0,1,1
carabus,18480,7,6,1,2,car abus,1,1,0,0,1
sideeffects,51487,11,7,4,2,side effects,0,0,0,0,0
exo,513966,3,3,0,1,exo,1,1,1,1,0
obligor,343616,7,6,1,3,ob lig or,1,1,0,0,1
anseo,31939,5,5,0,2,an seo,1,1,1,0,1
raus,52661,4,4,0,2,ra us,1,1,1,0,1
burkley,16302,7,7,0,3,bur k ley,1,1,1,1,1
participations,161130,14,9,5,3,part icip ations,0,0,0,0,0
waitsfield,91996,10,9,1,3,wa its field,0,0,0,1,0
nonconformist,90306,13,9,4,4,non con form ist,0,0,0,0,0
tallac,18974,6,4,2,3,t all ac,1,1,0,1,0
kidtune,17646,7,7,0,3,kid t une,1,1,1,1,1
alyson,566061,6,6,0,2,aly son,1,1,1,0,0
avoidance,2280365,9,8,1,2,avoid ance,0,1,0,0,0
notetakers,45802,10,8,2,3,not et akers,0,1,0,0,0
iakovos,24498,7,6,1,3,i akov os,0,0,0,1,0
genaric,15017,7,7,0,3,gen ar ic,1,1,1,0,0
parastatals,40392,11,6,5,4,par ast at als,0,1,0,0,0
legalising,25789,10,7,3,2,legal ising,0,0,0,0,0
myfidelio,15194,9,8,1,4,my f idel io,0,1,1,1,0
necrosis,1264854,8,7,1,3,n ec rosis,1,1,0,0,0
zellkulturen,19504,12,8,4,4,zell k ulture n,0,0,0,0,0
netpipes,19465,8,6,2,2,net pipes,0,0,0,0,0
palevioletred,14738,13,10,3,5,p ale v iolet red,0,0,0,0,0
baled,78514,5,5,0,2,ba led,1,1,1,0,0
citywest,35740,8,7,1,2,city west,0,1,0,1,0
lovechild,28897,9,8,1,2,love child,0,1,0,0,0
kilosports,21009,10,8,2,3,kil os ports,0,1,0,0,0
conversed,104586,9,8,1,2,con versed,1,1,0,0,0
funerali,15262,8,8,0,3,fun eral i,1,1,1,0,1
buffalos,51467,8,7,1,3,buff al os,1,1,0,0,0
grudging,83698,8,6,2,2,gr udging,0,0,0,0,0
cena,651973,4,4,0,2,c ena,1,1,1,0,0
digitalpoint,24529,12,9,3,2,digital point,0,0,0,0,0
powerdesk,19231,9,8,1,2,power desk,0,1,0,0,0
infernal,665860,8,7,1,2,infer nal,1,1,0,0,0
forio,27524,5,4,1,2,for io,1,1,0,1,1
voy,355769,3,3,0,1,voy,1,1,1,0,0
weten,82737,5,4,1,2,w eten,1,1,0,1,1
sauk,519050,4,4,0,3,s au k,1,1,1,1,1
openbare,24691,8,7,1,2,open bare,1,1,0,1,0
paba,91235,4,3,1,2,p aba,1,1,1,1,0
obnoxious,817052,9,7,2,2,ob noxious,0,0,0,0,0
colnbrook,24004,9,7,2,2,coln brook,0,0,0,0,0
canker,307701,6,6,0,2,c anker,1,1,1,1,1
congealing,13719,10,8,2,3,con ge aling,0,1,0,0,0
calafate,61300,8,6,2,3,cal af ate,0,1,0,0,0
tachyarrhythmias,22869,16,9,7,6,t ach y arr hythm ias,0,0,0,0,0
buty,46277,4,4,0,2,but y,1,1,1,1,1
ranford,23895,7,6,1,2,ran ford,1,1,0,0,1
forumwise,16958,9,9,0,2,forum wise,1,1,1,0,0
septembers,13454,10,7,3,3,se pt embers,0,0,0,0,1
ionut,31186,5,5,0,2,ion ut,1,1,1,1,1
mengel,35607,6,5,1,3,m eng el,0,1,0,0,0
nseries,16759,7,5,2,2,n series,0,0,0,0,0
marmorata,23378,9,5,4,3,m armor ata,1,1,0,0,0
lahm,20525,4,4,0,2,lah m,1,1,1,1,1
httpwebrequest,21670,14,10,4,3,http web request,0,0,0,0,0
anthers,95298,7,7,0,2,an thers,1,1,0,0,0
aurukun,29100,7,5,2,3,aur uk un,0,0,0,0,0
hashi,28509,5,4,1,2,hash i,0,1,0,0,0
sluseholmen,15525,11,8,3,4,sl use hol men,0,0,0,0,0
sporen,53179,6,6,0,2,sp oren,1,1,1,0,0
unconvincing,167332,12,7,5,4,un conv inc ing,0,0,0,0,0
bancorpsouth,13642,12,11,1,5,b anc or ps outh,0,1,0,0,0
hynd,21446,4,4,0,2,hy nd,1,1,1,1,0
tassel,534111,6,5,1,2,t assel,1,1,0,0,0
cscript,16080,7,6,1,2,c script,0,0,0,0,0
ymir,41682,4,4,0,2,ym ir,1,1,1,1,1
bloodmoon,29643,9,6,3,2,blood moon,0,0,0,0,0
gardnerville,106775,12,9,3,3,gard n erville,0,1,0,0,0
apf,311026,3,3,0,2,ap f,1,1,1,1,1
madaleno,25941,8,7,1,3,mad al eno,1,1,1,1,0
zodi,31709,4,4,0,2,z odi,1,1,1,0,0
boscawen,58142,8,8,0,4,b osc aw en,1,1,1,0,0
amal,237293,4,3,1,2,am al,1,1,0,1,0
conflictive,14058,11,9,2,3,conf lict ive,0,1,0,0,0
cleanersvacuum,30145,14,10,4,4,clean ers vac uum,0,1,0,0,0
charmander,19531,10,8,2,3,char mand er,0,1,0,0,0
croxteth,16902,8,7,1,3,cro xt eth,0,1,0,0,0
bioeng,40441,6,6,0,2,bio eng,1,1,1,1,0
kotchman,17548,8,8,0,3,k otch man,1,1,1,1,0
dvdisaster,29772,10,8,2,3,dv dis aster,1,0,0,0,0
pyper,35528,5,4,1,2,py per,1,1,0,0,0
leaplist,29097,8,7,1,3,le ap list,1,1,0,0,0
lessees,196038,7,3,4,3,les se es,0,1,0,0,0
srevasneercs,42502,12,7,5,6,s re vas ne erc s,0,0,0,0,0
messagewall,68531,11,7,4,4,mess ag ew all,0,0,0,0,0
islets,375849,6,5,1,2,is lets,0,0,0,0,0
intralink,16687,9,7,2,2,intr alink,0,1,0,0,0
jonesboro,896063,9,7,2,3,j ones boro,0,0,0,0,0
jover,30344,5,5,0,2,j over,1,1,1,0,1
campbellsport,38792,13,11,2,4,camp b ells port,0,1,0,0,0
popple,34253,6,4,2,2,pop ple,0,0,0,0,0
fluka,70317,5,5,0,2,fl uka,1,1,1,0,0
cmps,196150,4,4,0,2,cmp s,1,1,1,1,0
solms,27177,5,4,1,2,sol ms,1,1,0,0,0
homophobic,376947,10,7,3,2,hom ophobic,0,0,0,0,0
